employee_id,department,level,years_experience,age,education,salary,performance_score,remote_days_per_week,city,hire_date,attrition
EMP00560,Sales,Senior,17,34.0,High School,58900.0,2.82,0.0,New York,2015-03-22,No
EMP00561,Finance,Junior,7,61.0,PhD,81800.0,2.11,5.0,Boston,2015-03-26,No
EMP00562,Engineering,Senior,20,23.0,PhD,61600.0,4.67,0.0,Chicago,2015-03-29,No
EMP00563,Legal,Manager,14,60.0,High School,52200.0,2.55,2.0,Seattle,2015-04-01,No
EMP00564,HR,Junior,2,,Master,99800.0,3.01,2.0,  new york,2015-04-05,No
EMP00565,HR,Senior,1,60.0,Bachelor,67800.0,2.32,2.0,San Francisco,2015-04-08,No
EMP00566,Legal,Manager,23,35.0,Associate,28300.0,3.65,5.0,Austin,2015-04-12,No
EMP00567,Finance,Manager,22,51.0,PhD,96200.0,4.98,3.0,Boston,2015-04-15,No
EMP00568,HR,Senior,8,62.0,Bachelor,64000.0,1.1,,San Francisco,2015-04-19,Yes
EMP00569,Sales,Senior,7,,Associate,89400.0,4.6,5.0,san francisco,2015-04-22,No
EMP00570,Marketing,Mid,26,40.0,Associate,102100.0,1.02,3.0,Seattle,2015-04-25,No
EMP00571,Engineering,Manager,3,52.0,PhD,79700.0,2.46,5.0,Chicago,2015-04-29,No
EMP00572,Operations,Senior,1,64.0,Master,24100.0,1.67,1.0,New York,2015-05-02,Yes
EMP00573,Finance,Manager,13,64.0,Master,25900.0,4.03,3.0,san francisco,2015-05-06,No
EMP00574,HR,Junior,28,46.0,Bachelor,58200.0,1.2,4.0,Chicago,2015-05-09,No
EMP00575,Marketing,Lead,1,25.0,Bachelor,73600.0,3.21,4.0,san francisco,2015-05-12,No
EMP00576,Operations,Lead,1,34.0,High School,105000.0,2.18,,New York,2015-05-16,No
EMP00577,Sales,Director,29,57.0,Master,82300.0,1.53,2.0,San Francisco,2015-05-19,No
EMP00578,HR,Senior,26,63.0,Bachelor,140400.0,4.09,5.0,Chicago,2015-05-23,No
EMP00579,HR,Senior,27,58.0,High School,37700.0,1.87,0.0,san francisco,2015-05-26,No
EMP00580,Engineering,Manager,21,24.0,Associate,78000.0,1.89,2.0,Chicago,2015-05-29,No
EMP00581,Sales,Director,6,37.0,Bachelor,63900.0,2.1,,Chicago,2015-06-02,No
EMP00582,Sales,Senior,11,,High School,80900.0,3.35,0.0,Seattle,2015-06-05,No
EMP00583,Finance,Manager,5,61.0,Master,118800.0,3.64,5.0,San Francisco,2015-06-09,No
EMP00584,Operations,Senior,17,60.0,Associate,120400.0,1.07,2.0,  new york,2015-06-12,No
EMP00585,Engineering,Manager,3,40.0,Bachelor,76400.0,1.97,2.0,New York,2015-06-15,
EMP00586,Finance,Senior,18,36.0,Master,,2.72,4.0,Chicago,2015-06-19,No
EMP00587,Engineering,Mid,26,53.0,Associate,80400.0,2.33,0.0,San Francisco,2015-06-22,
EMP00588,Sales,Manager,12,42.0,PhD,48100.0,4.54,1.0,  new york,2015-06-26,No
EMP00589,Engineering,Mid,19,22.0,Master,75400.0,4.15,1.0,Boston,2015-06-29,No
EMP00590,Engineering,Mid,20,27.0,PhD,62400.0,3.5,2.0,Seattle,2015-07-03,Yes
EMP00591,Engineering,Mid,22,48.0,Bachelor,73400.0,2.35,5.0,Seattle,2015-07-06,No
EMP00592,Marketing,Mid,29,44.0,High School,53700.0,3.8,2.0,Boston,2015-07-09,No
EMP00593,Marketing,Junior,24,52.0,Bachelor,78900.0,4.37,,San Francisco,2015-07-13,Yes
EMP00594,Operations,Director,26,33.0,Master,82600.0,3.38,4.0,New York,2015-07-16,No
EMP00595,Operations,Lead,1,42.0,PhD,92600.0,4.14,,San Francisco,2015-07-20,
EMP00596,Legal,Junior,7,23.0,PhD,82700.0,4.0,0.0,San Francisco,2015-07-23,No
EMP00597,Sales,Senior,18,26.0,Associate,115900.0,3.29,,Austin,2015-07-26,No
EMP00598,Engineering,Senior,8,30.0,Bachelor,129800.0,2.25,2.0,  new york,2015-07-30,No
EMP00599,Sales,Director,25,41.0,Bachelor,64900.0,,,Seattle,2015-08-02,Yes
EMP00600,Marketing,Lead,27,39.0,Master,99300.0,1.83,5.0,New York,2015-08-06,No
EMP00601,Engineering,Lead,3,43.0,PhD,127900.0,4.12,1.0,Austin,2015-08-09,No
EMP00602,Finance,Lead,15,29.0,Master,99900.0,4.22,0.0,Boston,2015-08-12,No
EMP00603,Marketing,Mid,18,55.0,Master,92900.0,4.29,2.0,San Francisco,2015-08-16,No
EMP00604,Marketing,Junior,9,30.0,PhD,29500.0,2.89,0.0,Boston,2015-08-19,Yes
EMP00605,Marketing,Senior,5,28.0,Master,61000.0,1.77,4.0,Seattle,2015-08-23,No
EMP00606,Legal,Junior,15,51.0,PhD,64700.0,1.4,,Austin,2015-08-26,
EMP00607,Engineering,Junior,9,39.0,Master,109700.0,3.97,1.0,  new york,2015-08-30,Yes
EMP00608,Operations,Junior,12,48.0,High School,56700.0,4.55,5.0,Austin,2015-09-02,No
EMP00609,HR,Lead,8,,Master,72900.0,3.6,0.0,New York,2015-09-05,No
EMP00610,Finance,Director,6,42.0,Master,96000.0,1.58,1.0,  new york,2015-09-09,No
EMP00611,Finance,Director,3,26.0,High School,55600.0,,,San Francisco,2015-09-12,No
EMP00612,Sales,Lead,18,50.0,Bachelor,82000.0,4.96,2.0,san francisco,2015-09-16,No
EMP00613,Engineering,Senior,25,58.0,PhD,,2.73,5.0,san francisco,2015-09-19,
EMP00614,Operations,Senior,3,64.0,Associate,96900.0,3.38,5.0,New York,2015-09-22,No
EMP00615,Marketing,Senior,18,43.0,High School,91500.0,4.11,3.0,Austin,2015-09-26,No
EMP00616,HR,Director,27,35.0,Bachelor,90700.0,,0.0,  new york,2015-09-29,No
EMP00617,Engineering,Director,18,40.0,Master,80000.0,4.87,1.0,Austin,2015-10-03,No
EMP00618,Engineering,Junior,11,56.0,Bachelor,33100.0,1.46,0.0,New York,2015-10-06,No
EMP00619,Legal,Lead,29,45.0,High School,78500.0,3.32,2.0,Austin,2015-10-09,No
EMP00620,Operations,Mid,12,63.0,Master,76400.0,3.77,2.0,  new york,2015-10-13,No
EMP00621,HR,Junior,24,27.0,Bachelor,94200.0,4.56,,Chicago,2015-10-16,No
EMP00622,Marketing,Manager,3,24.0,Associate,64400.0,4.5,5.0,Seattle,2015-10-20,No
EMP00623,Engineering,Director,24,55.0,PhD,76000.0,4.91,5.0,San Francisco,2015-10-23,Yes
EMP00624,Finance,Junior,27,23.0,PhD,76800.0,3.05,1.0,Seattle,2015-10-27,No
EMP00625,Finance,Lead,9,36.0,High School,57200.0,4.32,4.0,San Francisco,2015-10-30,Yes
EMP00626,HR,Manager,20,58.0,Master,46200.0,2.71,0.0,  new york,2015-11-02,No
EMP00627,Marketing,Junior,6,36.0,Master,84600.0,2.69,0.0,Austin,2015-11-06,No
EMP00628,HR,Lead,29,53.0,PhD,100200.0,2.01,2.0,san francisco,2015-11-09,No
EMP00629,Engineering,Lead,4,42.0,Bachelor,59400.0,4.27,0.0,  new york,2015-11-13,
EMP00630,Legal,Director,16,38.0,Master,,4.94,1.0,New York,2015-11-16,No
EMP00631,Legal,Mid,17,55.0,Associate,95700.0,2.03,3.0,san francisco,2015-11-19,Yes
EMP00632,Finance,Junior,10,53.0,Associate,98200.0,1.22,5.0,New York,2015-11-23,No
EMP00633,Legal,Lead,14,44.0,Master,80800.0,4.26,2.0,Austin,2015-11-26,No
EMP00634,Sales,Senior,20,,Master,85400.0,3.48,5.0,San Francisco,2015-11-30,No
EMP00635,HR,Lead,21,58.0,PhD,88300.0,4.84,5.0,Austin,2015-12-03,Yes
EMP00636,Legal,Mid,6,64.0,High School,92800.0,2.01,5.0,San Francisco,2015-12-06,No
EMP00637,Sales,Lead,17,62.0,PhD,48200.0,1.28,3.0,Austin,2015-12-10,
EMP00638,Sales,Director,25,58.0,High School,122900.0,2.97,0.0,san francisco,2015-12-13,No
EMP00639,Operations,Junior,24,,Associate,81900.0,1.34,4.0,Austin,2015-12-17,No
EMP00640,Finance,Director,5,46.0,High School,93200.0,2.05,5.0,Austin,2015-12-20,No
EMP00641,HR,Junior,17,58.0,PhD,500000.0,1.5,1.0,san francisco,2015-12-24,No
EMP00642,Sales,Manager,15,61.0,Master,70400.0,1.9,5.0,New York,2015-12-27,No
EMP00643,Engineering,Junior,1,42.0,High School,84400.0,1.42,5.0,San Francisco,2015-12-30,No
EMP00644,Legal,Manager,18,59.0,PhD,29900.0,4.82,0.0,Boston,2016-01-03,No
EMP00645,Operations,Director,0,61.0,Associate,52500.0,2.11,,Austin,2016-01-06,No
EMP00646,Marketing,Senior,24,55.0,High School,56900.0,2.78,1.0,Seattle,2016-01-10,No
EMP00647,Legal,Mid,29,40.0,Associate,43000.0,4.59,0.0,Seattle,2016-01-13,No
EMP00648,Legal,Senior,25,48.0,Associate,,3.71,5.0,  new york,2016-01-16,No
EMP00649,Legal,Manager,10,30.0,Bachelor,73100.0,3.47,,  new york,2016-01-20,No
EMP00650,Operations,Lead,19,26.0,High School,110600.0,3.82,0.0,New York,2016-01-23,No
EMP00651,Marketing,Lead,4,26.0,PhD,47000.0,4.32,0.0,Chicago,2016-01-27,No
EMP00652,Finance,Senior,15,46.0,High School,80900.0,4.51,2.0,Boston,2016-01-30,No
EMP00653,HR,Lead,22,47.0,High School,53000.0,3.57,3.0,New York,2016-02-02,No
EMP00654,HR,Manager,0,40.0,Associate,32100.0,4.56,,Chicago,2016-02-06,Yes
EMP00655,Marketing,Director,18,51.0,Associate,89700.0,3.14,4.0,New York,2016-02-09,Yes
EMP00656,Legal,Mid,13,57.0,Associate,91800.0,2.11,,  new york,2016-02-13,No
EMP00657,Engineering,Junior,2,37.0,Associate,88800.0,4.52,3.0,Seattle,2016-02-16,No
EMP00658,Marketing,Manager,1,28.0,PhD,42100.0,3.17,3.0,Austin,2016-02-19,No
EMP00659,Marketing,Manager,23,39.0,Master,77100.0,4.62,1.0,San Francisco,2016-02-23,Yes
EMP00660,HR,Junior,4,42.0,Bachelor,89900.0,1.16,2.0,  new york,2016-02-26,No
EMP00661,Sales,Junior,16,52.0,Associate,-1000.0,2.59,2.0,Austin,2016-03-01,No
EMP00662,Engineering,Mid,27,22.0,Associate,90700.0,4.79,0.0,Seattle,2016-03-04,No
EMP00663,HR,Mid,17,,Bachelor,99100.0,,3.0,san francisco,2016-03-08,No
EMP00664,Operations,Mid,0,52.0,Associate,101700.0,4.77,,San Francisco,2016-03-11,No
EMP00665,Marketing,Lead,14,46.0,Master,77600.0,4.82,4.0,Chicago,2016-03-14,No
EMP00666,Sales,Manager,21,29.0,High School,87500.0,4.53,1.0,Chicago,2016-03-18,No
EMP00667,Engineering,Director,8,22.0,Bachelor,100000.0,3.25,,Seattle,2016-03-21,No
EMP00668,Finance,Junior,26,28.0,PhD,84800.0,3.59,2.0,San Francisco,2016-03-25,No
EMP00669,Engineering,Manager,22,28.0,Bachelor,105000.0,4.48,0.0,Austin,2016-03-28,No
EMP00670,Engineering,Manager,4,29.0,Master,96900.0,4.1,4.0,Seattle,2016-03-31,
EMP00671,Legal,Mid,27,40.0,PhD,,3.52,3.0,Chicago,2016-04-04,No
EMP00672,Marketing,Mid,12,38.0,High School,42400.0,4.93,,san francisco,2016-04-07,No
EMP00673,Marketing,Manager,18,32.0,Associate,75500.0,3.74,4.0,Seattle,2016-04-11,Yes
EMP00674,Finance,Mid,27,62.0,Bachelor,45500.0,4.9,2.0,san francisco,2016-04-14,No
EMP00675,Finance,Lead,27,32.0,PhD,77100.0,1.23,1.0,Austin,2016-04-17,No
EMP00676,Finance,Junior,23,59.0,Bachelor,,1.56,,New York,2016-04-21,No
EMP00677,HR,Manager,9,62.0,High School,107500.0,2.81,3.0,san francisco,2016-04-24,Yes
EMP00678,HR,Junior,19,23.0,Bachelor,87600.0,2.54,1.0,san francisco,2016-04-28,Yes
EMP00679,Marketing,Lead,24,,PhD,99400.0,4.13,5.0,Boston,2016-05-01,No
EMP00680,Marketing,Mid,20,49.0,Master,62800.0,1.64,4.0,Boston,2016-05-05,Yes
EMP00681,Finance,Senior,13,54.0,PhD,113200.0,4.9,4.0,  new york,2016-05-08,Yes
EMP00682,HR,Lead,21,32.0,Bachelor,97300.0,2.26,0.0,Boston,2016-05-11,No
EMP00683,Sales,Senior,20,24.0,High School,85700.0,,3.0,New York,2016-05-15,Yes
EMP00684,HR,Junior,25,61.0,Associate,29800.0,2.1,4.0,Austin,2016-05-18,No
EMP00685,Marketing,Manager,11,26.0,Associate,104500.0,3.32,2.0,  new york,2016-05-22,No
EMP00686,HR,Mid,10,42.0,High School,119300.0,1.23,5.0,San Francisco,2016-05-25,No
EMP00687,Marketing,Lead,22,43.0,Bachelor,75300.0,1.6,2.0,san francisco,2016-05-28,No
EMP00688,Finance,Mid,6,58.0,High School,75800.0,3.98,1.0,Seattle,2016-06-01,No
EMP00689,Legal,Senior,16,32.0,Bachelor,62100.0,1.75,5.0,Austin,2016-06-04,No
EMP00690,Finance,Senior,17,43.0,PhD,34200.0,1.94,5.0,New York,2016-06-08,No
EMP00691,Finance,Director,6,62.0,Master,60900.0,4.17,2.0,san francisco,2016-06-11,No
EMP00692,Sales,Manager,23,34.0,Bachelor,116500.0,1.37,4.0,  new york,2016-06-14,No
EMP00693,Legal,Senior,19,24.0,Associate,102000.0,2.75,2.0,Chicago,2016-06-18,No
EMP00694,Sales,Manager,5,34.0,Associate,55700.0,1.09,3.0,Boston,2016-06-21,No
EMP00695,Marketing,Director,10,49.0,Master,60500.0,2.39,1.0,Boston,2016-06-25,No
EMP00696,Engineering,Lead,11,32.0,Bachelor,128400.0,,,Austin,2016-06-28,No
EMP00697,Operations,Director,25,32.0,Master,49500.0,1.36,5.0,san francisco,2016-07-02,No
EMP00698,Sales,Manager,15,42.0,PhD,57100.0,4.55,3.0,Boston,2016-07-05,No
EMP00699,Marketing,Senior,18,42.0,Master,64300.0,4.64,4.0,Boston,2016-07-08,No
EMP00700,Legal,Junior,22,28.0,PhD,41000.0,1.42,4.0,san francisco,2016-07-12,No
EMP00701,HR,Manager,26,38.0,Associate,61600.0,4.96,2.0,Austin,2016-07-15,No
EMP00702,Legal,Mid,18,35.0,PhD,,2.19,0.0,Austin,2016-07-19,No
EMP00703,Finance,Junior,10,54.0,Bachelor,52400.0,1.34,5.0,  new york,2016-07-22,No
EMP00704,Finance,Manager,15,32.0,Bachelor,108200.0,1.02,5.0,New York,2016-07-25,No
EMP00705,Finance,Mid,22,34.0,Bachelor,45800.0,2.63,0.0,New York,2016-07-29,No
EMP00706,Marketing,Director,27,22.0,Bachelor,71500.0,3.52,4.0,Boston,2016-08-01,No
EMP00707,Finance,Junior,26,55.0,High School,53100.0,2.33,4.0,  new york,2016-08-05,No
EMP00708,Sales,Manager,11,30.0,PhD,,4.35,,Austin,2016-08-08,No
EMP00709,HR,Lead,26,34.0,Bachelor,51900.0,3.87,,Austin,2016-08-11,No
EMP00710,Finance,Director,7,58.0,Master,76900.0,2.4,5.0,Boston,2016-08-15,Yes
EMP00711,Marketing,Mid,2,51.0,Master,83000.0,3.94,,San Francisco,2016-08-18,No
EMP00712,HR,Lead,1,62.0,High School,110100.0,4.76,,Chicago,2016-08-22,No
EMP00713,Finance,Senior,27,58.0,PhD,60300.0,1.37,1.0,Seattle,2016-08-25,No
EMP00714,Engineering,Director,5,28.0,PhD,115400.0,2.22,5.0,Seattle,2016-08-29,No
EMP00715,Finance,Director,15,35.0,PhD,54800.0,2.85,4.0,san francisco,2016-09-01,No
EMP00716,Operations,Manager,19,27.0,High School,69000.0,2.99,4.0,Boston,2016-09-04,
EMP00717,Legal,Manager,23,55.0,PhD,119100.0,3.17,,  new york,2016-09-08,No
EMP00718,Sales,Mid,28,37.0,PhD,147600.0,2.2,1.0,san francisco,2016-09-11,No
EMP00719,HR,Director,14,58.0,Bachelor,117100.0,3.67,,Seattle,2016-09-15,No
EMP00720,Sales,Manager,13,57.0,PhD,69400.0,3.58,,New York,2016-09-18,Yes
EMP00721,Engineering,Senior,1,27.0,Bachelor,87900.0,3.31,3.0,  new york,2016-09-21,No
EMP00722,Engineering,Manager,19,29.0,Bachelor,92100.0,1.46,3.0,san francisco,2016-09-25,No
EMP00723,Operations,Director,17,45.0,PhD,83600.0,2.91,1.0,  new york,2016-09-28,No
EMP00724,Sales,Junior,13,24.0,Master,49800.0,2.42,1.0,san francisco,2016-10-02,Yes
EMP00725,HR,Lead,17,25.0,Associate,80900.0,2.96,3.0,New York,2016-10-05,No
EMP00726,Engineering,Director,1,53.0,Master,62400.0,4.69,3.0,San Francisco,2016-10-08,No
EMP00727,Engineering,Senior,0,22.0,PhD,50800.0,2.92,3.0,Boston,2016-10-12,No
EMP00728,Finance,Director,19,55.0,PhD,67200.0,1.06,3.0,New York,2016-10-15,
EMP00729,Operations,Senior,1,30.0,Master,82900.0,2.76,5.0,Boston,2016-10-19,No
EMP00730,Legal,Director,8,33.0,PhD,100000.0,4.28,5.0,Boston,2016-10-22,No
EMP00731,Marketing,Lead,8,31.0,Bachelor,68700.0,4.12,,san francisco,2016-10-25,No
EMP00732,Legal,Lead,15,31.0,High School,73000.0,,2.0,  new york,2016-10-29,No
EMP00733,Legal,Senior,10,44.0,PhD,95100.0,2.0,,Austin,2016-11-01,No
EMP00734,Engineering,Director,26,,PhD,76800.0,2.86,1.0,Chicago,2016-11-05,No
EMP00735,HR,Lead,22,,Master,84500.0,3.25,0.0,Chicago,2016-11-08,No
EMP00736,HR,Mid,5,45.0,Bachelor,76900.0,5.0,2.0,Boston,2016-11-12,No
EMP00737,Finance,Director,11,42.0,Master,80100.0,3.58,0.0,Chicago,2016-11-15,No
EMP00738,HR,Lead,2,63.0,Master,48000.0,3.78,0.0,Chicago,2016-11-18,No
EMP00739,Finance,Junior,29,52.0,PhD,78100.0,2.97,4.0,Seattle,2016-11-22,No
EMP00740,Engineering,Junior,11,62.0,Bachelor,110700.0,,1.0,  new york,2016-11-25,No
EMP00741,Engineering,Mid,29,51.0,PhD,79200.0,4.25,5.0,Seattle,2016-11-29,No
EMP00742,Legal,Lead,22,55.0,PhD,54200.0,2.98,2.0,Austin,2016-12-02,No
EMP00743,Engineering,Junior,0,39.0,PhD,111900.0,4.98,,San Francisco,2016-12-05,
EMP00744,Engineering,Director,8,33.0,PhD,93000.0,2.83,1.0,  new york,2016-12-09,
EMP00745,Marketing,Manager,19,56.0,High School,94200.0,1.27,3.0,New York,2016-12-12,No
EMP00746,Operations,Lead,21,28.0,Associate,93500.0,3.73,1.0,san francisco,2016-12-16,No
EMP00747,Legal,Mid,5,62.0,Bachelor,46800.0,1.19,0.0,san francisco,2016-12-19,No
EMP00748,Legal,Lead,10,61.0,High School,91200.0,2.0,5.0,san francisco,2016-12-22,Yes
EMP00749,Operations,Senior,2,46.0,Associate,109600.0,2.41,3.0,New York,2016-12-26,No
EMP00750,Marketing,Senior,3,27.0,Associate,63000.0,3.96,1.0,Seattle,2016-12-29,
EMP00751,Engineering,Junior,28,22.0,Associate,26800.0,2.98,1.0,Boston,2017-01-02,
EMP00752,HR,Senior,26,37.0,High School,84100.0,1.11,5.0,Chicago,2017-01-05,Yes
EMP00753,Finance,Mid,9,25.0,Bachelor,75800.0,3.47,0.0,Austin,2017-01-09,No
EMP00754,Legal,Junior,18,50.0,Master,36300.0,2.65,,San Francisco,2017-01-12,No
EMP00755,Operations,Mid,28,59.0,Associate,90100.0,4.69,3.0,Seattle,2017-01-15,No
EMP00756,Sales,Director,5,49.0,Master,88300.0,3.0,0.0,Boston,2017-01-19,No
EMP00757,Finance,Mid,0,43.0,Master,38300.0,3.84,5.0,Austin,2017-01-22,No
EMP00758,Sales,Senior,7,,PhD,122200.0,1.88,1.0,san francisco,2017-01-26,No
EMP00759,Sales,Director,7,53.0,Master,93800.0,,,Boston,2017-01-29,No
EMP00760,Legal,Senior,24,54.0,PhD,27700.0,3.88,2.0,Austin,2017-02-01,No
EMP00761,Engineering,Mid,5,34.0,Bachelor,,4.62,2.0,Seattle,2017-02-05,No
EMP00762,Sales,Senior,16,48.0,Bachelor,94700.0,1.14,4.0,Austin,2017-02-08,No
EMP00763,Engineering,Senior,18,39.0,PhD,110400.0,2.79,2.0,  new york,2017-02-12,No
EMP00764,Marketing,Senior,0,39.0,Bachelor,59400.0,3.72,5.0,Chicago,2017-02-15,No
EMP00765,HR,Lead,14,34.0,Associate,95800.0,1.38,5.0,Austin,2017-02-18,No
EMP00766,Sales,Director,12,43.0,Bachelor,69100.0,2.64,5.0,San Francisco,2017-02-22,No
EMP00767,Legal,Director,20,35.0,PhD,61100.0,4.77,3.0,Austin,2017-02-25,No
EMP00768,HR,Director,2,32.0,Associate,53400.0,2.74,4.0,  new york,2017-03-01,No
EMP00769,Engineering,Mid,29,60.0,Master,27400.0,4.94,3.0,New York,2017-03-04,No
EMP00770,Sales,Manager,1,43.0,Master,88500.0,1.23,,  new york,2017-03-08,No
EMP00771,Finance,Mid,2,57.0,Master,68200.0,3.87,2.0,Austin,2017-03-11,Yes
EMP00772,Legal,Director,8,38.0,PhD,6700.0,3.32,,san francisco,2017-03-14,No
EMP00773,Marketing,Junior,26,53.0,Master,76900.0,3.0,2.0,Boston,2017-03-18,No
EMP00774,Operations,Senior,15,35.0,Bachelor,103900.0,4.88,1.0,san francisco,2017-03-21,No
EMP00775,Marketing,Senior,23,63.0,Master,42300.0,1.52,3.0,san francisco,2017-03-25,No
EMP00776,Sales,Manager,12,50.0,High School,57200.0,4.58,0.0,Seattle,2017-03-28,Yes
EMP00777,Legal,Junior,18,27.0,High School,86000.0,3.76,,New York,2017-03-31,No
EMP00778,Marketing,Lead,26,25.0,Master,11000.0,2.04,1.0,Seattle,2017-04-04,No
EMP00779,Operations,Mid,17,32.0,Master,61700.0,4.61,3.0,Boston,2017-04-07,No
EMP00780,Finance,Lead,20,61.0,High School,83700.0,,5.0,San Francisco,2017-04-11,No
EMP00781,HR,Junior,11,31.0,Master,61000.0,4.26,4.0,Chicago,2017-04-14,No
EMP00782,Finance,Manager,27,,Associate,42500.0,2.56,,San Francisco,2017-04-17,No
EMP00783,Marketing,Junior,28,32.0,High School,43700.0,4.4,3.0,New York,2017-04-21,Yes
EMP00784,Operations,Manager,11,56.0,PhD,34700.0,3.55,4.0,Boston,2017-04-24,No
EMP00785,HR,Lead,0,36.0,High School,59200.0,1.56,,san francisco,2017-04-28,Yes
EMP00786,Legal,Lead,19,,Bachelor,101400.0,3.6,4.0,Boston,2017-05-01,No
EMP00787,Operations,Junior,7,41.0,Associate,134000.0,1.77,,san francisco,2017-05-04,No
EMP00788,Finance,Junior,16,42.0,PhD,75900.0,2.65,2.0,Chicago,2017-05-08,
EMP00789,Engineering,Senior,20,22.0,Master,94200.0,1.68,0.0,Austin,2017-05-11,Yes
EMP00790,Engineering,Manager,27,50.0,Bachelor,51500.0,1.09,,New York,2017-05-15,No
EMP00791,HR,Senior,19,45.0,Bachelor,,1.85,3.0,Chicago,2017-05-18,Yes
EMP00792,HR,Mid,21,51.0,Associate,121300.0,3.15,0.0,  new york,2017-05-22,No
EMP00793,HR,Mid,6,,PhD,60100.0,2.93,4.0,  new york,2017-05-25,No
EMP00794,Engineering,Junior,8,56.0,Bachelor,93000.0,3.01,2.0,Seattle,2017-05-28,No
EMP00795,Finance,Lead,16,54.0,PhD,79000.0,1.99,,san francisco,2017-06-01,No
EMP00796,HR,Mid,26,41.0,PhD,99900.0,3.74,0.0,Chicago,2017-06-04,No
EMP00797,Engineering,Mid,9,37.0,Bachelor,98900.0,3.82,1.0,Seattle,2017-06-08,No
EMP00798,HR,Senior,3,30.0,PhD,81900.0,2.43,4.0,  new york,2017-06-11,No
EMP00799,HR,Senior,21,52.0,Associate,84700.0,4.52,1.0,  new york,2017-06-14,
EMP00800,Operations,Mid,25,38.0,Bachelor,105300.0,3.58,5.0,Seattle,2017-06-18,No
EMP00801,HR,Junior,6,52.0,Associate,64800.0,3.85,0.0,Boston,2017-06-21,No
EMP00802,Engineering,Senior,6,44.0,Associate,113900.0,2.11,0.0,Chicago,2017-06-25,No
EMP00803,Finance,Mid,7,27.0,PhD,57300.0,1.0,0.0,Boston,2017-06-28,No
EMP00804,Engineering,Lead,29,51.0,PhD,76900.0,4.46,5.0,  new york,2017-07-01,No
EMP00805,Engineering,Senior,25,28.0,Bachelor,90700.0,4.29,3.0,Boston,2017-07-05,No
EMP00806,HR,Mid,23,61.0,Master,34300.0,,4.0,san francisco,2017-07-08,No
EMP00807,Operations,Manager,23,63.0,Bachelor,109500.0,2.5,4.0,San Francisco,2017-07-12,No
EMP00808,Sales,Senior,7,,Associate,86900.0,3.65,,San Francisco,2017-07-15,No
EMP00809,Legal,Manager,15,55.0,PhD,157500.0,3.61,,Boston,2017-07-19,No
EMP00810,Sales,Senior,11,33.0,Associate,127000.0,4.44,,Boston,2017-07-22,No
EMP00811,Sales,Senior,14,48.0,High School,74700.0,1.56,4.0,san francisco,2017-07-25,No
EMP00812,Engineering,Director,7,33.0,High School,119600.0,2.72,3.0,Seattle,2017-07-29,No
EMP00813,HR,Director,21,34.0,Associate,96200.0,1.39,0.0,Boston,2017-08-01,No
EMP00814,Legal,Manager,8,29.0,Master,80800.0,2.56,0.0,New York,2017-08-05,No
EMP00815,Sales,Junior,2,37.0,Master,33500.0,1.06,5.0,Chicago,2017-08-08,No
EMP00816,Marketing,Mid,21,50.0,Bachelor,39400.0,4.59,1.0,New York,2017-08-11,No
EMP00817,Marketing,Junior,20,56.0,Bachelor,,3.11,3.0,San Francisco,2017-08-15,No
EMP00818,Marketing,Junior,15,50.0,Bachelor,62600.0,4.4,2.0,New York,2017-08-18,No
EMP00819,Finance,Director,14,52.0,PhD,80600.0,1.24,3.0,Austin,2017-08-22,No
EMP00820,HR,Mid,23,34.0,Master,,1.91,5.0,Austin,2017-08-25,
EMP00821,Engineering,Director,3,33.0,Associate,96600.0,2.04,1.0,San Francisco,2017-08-28,No
EMP00822,Engineering,Director,19,23.0,High School,57600.0,2.55,1.0,New York,2017-09-01,No
EMP00823,HR,Director,28,54.0,Master,98100.0,4.21,,Chicago,2017-09-04,No
EMP00824,Operations,Lead,15,29.0,Master,52100.0,2.55,,san francisco,2017-09-08,No
EMP00825,Legal,Junior,9,62.0,Master,46400.0,1.82,1.0,San Francisco,2017-09-11,No
EMP00826,Operations,Junior,10,61.0,Bachelor,84500.0,1.26,0.0,Austin,2017-09-15,Yes
EMP00827,Finance,Junior,25,62.0,PhD,54600.0,1.32,2.0,San Francisco,2017-09-18,No
EMP00828,HR,Lead,28,53.0,Associate,59000.0,4.04,1.0,New York,2017-09-21,No
EMP00829,Operations,Senior,4,59.0,Bachelor,99800.0,2.78,4.0,New York,2017-09-25,No
EMP00830,Legal,Manager,10,49.0,PhD,91400.0,3.9,0.0,New York,2017-09-28,No
EMP00831,Finance,Manager,28,36.0,Master,65700.0,3.73,2.0,Seattle,2017-10-02,No
EMP00832,Sales,Lead,12,44.0,PhD,34400.0,1.54,4.0,New York,2017-10-05,Yes
EMP00833,Sales,Junior,14,45.0,Bachelor,56600.0,1.57,2.0,Boston,2017-10-08,No
EMP00834,Finance,Manager,5,34.0,Master,123600.0,4.02,5.0,Austin,2017-10-12,No
EMP00835,HR,Lead,15,42.0,Bachelor,99200.0,3.89,2.0,  new york,2017-10-15,No
EMP00836,Sales,Director,14,33.0,Associate,110600.0,2.51,4.0,Austin,2017-10-19,No
EMP00837,HR,Mid,10,34.0,Master,81400.0,1.31,3.0,Seattle,2017-10-22,No
EMP00838,Operations,Manager,19,60.0,PhD,,1.05,2.0,Austin,2017-10-25,No
EMP00839,Sales,Mid,1,44.0,Bachelor,97600.0,2.15,3.0,Austin,2017-10-29,Yes
